yo,en
Àwọn ọmọ ìpínlẹ̀ Ọ̀ṣun ń ṣelédè lẹ́yìn àkọni ilẹ̀ ẹ wọn tó lọ.,The people of Osun state are protecting after the first of their land is gone.
Akíndélé ní ẹgbẹ́ òun ló ń gòkè láwọn ìpínlẹ̀ tí ìbò kò tíì parí.,Akindele in his party is gaining ground in the states where the polls have not yet ended.
Oríṣiríṣi oúnjẹ ló wà ní ilẹ̀ Yorùbá tí ọ̀pọ̀ àwọn èèyàn ò mọ̀,There are different types of food in Yoruba land that many people do not know
Àjọ tó ń mójútó ètò ìdìbò nílẹ̀ yìí ti ṣe àkójọpọ̀ orúkọ ọdún yìí,The organization that oversees the electoral system in this country has compiled the names of this year
Àwọn ọlọ́pàá ní kí àwọn ará ìlú dẹ́kun àti máa dí àwọn lọ́wọ́.,The police asked the citizens to stop and stop them.
Ọ̀gá ọlọ́pàá ní ó yẹ kí àwọn ará ìlú òún lè mọ̀ pé iṣẹ́ ẹ wọn ò rọrùn,The police chief said that the people of his town should know that their job is not easy
Bí àwọn ará ìlú ṣe maa ń ràgà bo ọ̀daràn tí wọ́n bá mú kò dára.,How the people of the city are eager to cover the criminal when they are caught is not good.
Akíbòwálé ní àwọn ìdíwọ́ tó le è de ilẹ̀ Yorùbá mọ́lẹ̀ kò tíì yí padà.,Akibowale said the obstacles that prevent him from reaching Yoruba land have not changed.
Ìdí tí ìdìbò kò fi yanjú lórílẹ̀èdè wa ni à ń gbìnyànjú àti ṣàlàyé.,The reason why the election is not resolved in our country is what we are trying to explain.
Fáyọ̀ṣe ní kò sí ìyàtọ̀ láàárín ìwà àwọn ọmọ ẹ̀ àti tèmi,There is no difference between the behavior of your children and mine
Ẹgbẹ́ ẹ wa ló gba ìjókòó tó pọ̀ jùlọ ní ilé ìgbìmọ̀ aṣòfin àwọn ìpínlẹ̀,Our party won the majority of seats in the state parliament
Àfikún ìdìbò yóò wáyé ní àwọn ìpínlẹ̀ mélòó kan ní oṣù tó ń bọ̀.,Additional elections will be held in several states next month.
Kí ló ṣẹlẹ̀ níbi ìgbẹ́jọ́ Àlàó Akálà ní Ìbàdàn lónìí?,What happened at Alao Akala's trial in Ibadan today?
Àwọn olórí ti gbà pé pípa ni kí wọ́n pa àwọn tó ń fipá bá èèyàn lò.,The leaders have agreed that those who abuse people should be killed.
Akín dúpẹ́ lọ́wọ́ àwọn òṣìṣẹ́ fún sùúrù wọn lórí owó oṣù tuntun.,Akin thanked the workers for their patience on the new salary.
Ìjọbá ní ìwadìí yóò yàtọ̀ lórí ilé tó wó nítorí i ààrẹ́ fẹ́ mọ ìdí ẹ̀.,The government in the investigation will be different on the house that collapsed because the president wants to know the reason.
Àjọ tó ń mójútó ètò ìdìbò pín ìwé ẹ̀rí fún àwọn aṣòfin àpapọ̀,The organization that oversees the election process distributes certificates to federal legislators
Ìbáṣepọ̀ láàárín àwọn ọmọ ìyá jẹ́ ohun tó ń to ìlú tàbí da ìlú rú.,Relationships between mothers and children are what make or break a city.
Ọbásanjọ́ pàrọwà fún àwọn ẹbí tó ní ọmọ ní ilée ìwé gíga.,Obasanjo appealed to families who have children in higher education.
Ìrírí nǹkankan ló máa ń bí irúfẹ́ ìwà tí wọ́n lé wù lóríi nǹkan náà.,Experiencing something gives birth to the kind of behavior that they like about that thing.
Àwọn ewúrẹ́ ní àdúgbò yìí máa ń ṣe bíi pé wọn kò ki ń jẹun rárá.,The goats in this area act as if they are not eating at all.
Àwọn èèyàn kán gbàgbọ́ pé jíjẹ ẹran ti adìẹ tàbí ewúrẹ́ kò da rárá.,People tend to believe that eating chicken or goat meat is not bad at all.
Àwọn ilé tó ń wó ní àdúgbò yìí kìí ṣe nítorí ohun èlò tí ò da,The houses that are collapsing in this area are not because of bad materials
Wọ́n ní kí àwọn èèyàn dẹ́kun láti máa pe àwọn obìnrin ní aṣẹ́wó.,They asked people to stop calling women prostitutes.
Àwọn ọ̀daràn ní wọn kò le è fí tọkàntọkàn jẹ́wọ́ fún àwọn ọlọ́pàá.,Criminals are unable to sincerely confess to the police.
Àwọn jàdùkú àti ọmọ ilé ìṣẹ́ ológun ló wà nídíi bí ìdìbó ṣe dàrú.,Rioters and members of the military were involved in the election.
Àwọn èèyàn máa ń fi ojú aláìlẹ́kọ̀ọ́ wo àwọn tó wọ aṣọ tó ṣíraálẹ̀,People look at those who wear loose clothes with uneducated eyes
"Ohun tí wọn kò mọ̀, ó pọ̀ ju èyí tí wọ́n mọ̀ lọ",What they don't know is more than what they know
Ǹjẹ́ ọmọ ilé ìwé gíga ní orílẹ̀ èdè yìí jẹ́ ohun tó nílò ọpọlọ tó péye.,Does a university student in this country need the right brain.
Ọ̀rọ̀ àwọn àjọ tó ń rí sí ètò ẹ̀kọ́ lásán ti tó rò fún àwọn akẹ́kọ̀ọ́ wọ̀nyí.,The idea of ​​the organizations that are looking at the education system is just a thought for these students.
"Ẹ wá lónìí, ẹ jókòó lọ́la jẹ́ ohun tó ń ba púpọ̀ nínú un wọn lọ́kàn jẹ́","You come today, you sit tomorrow is what hurts many of them"
Àrokò ìbànújẹ́ àti àìlègbẹ́kẹ̀lé sì ni èyí jẹ́ fún wọn àti àwọn òbí i wọn.,This is an essay of sadness and distrust for them and their parents.
"Àyàfi tí ọwọ́ bá tẹ àwọn ọ̀dọ́ tó na òṣìṣẹ́ ẹ wa, ni iná yóò tó tàn ní Orílé.","Unless there is a hand on the youths who are attacking our workers, there will be a fire in Orile."
Ojú oníṣekúṣe ni wọ́n fi ń wo àwọn ọmọ ilée ìwé gíga náà.,They look at the students of the high school with immoral eyes.
Púpọ̀ èyí dá lóríi pé àárín-in gbùngbùn Èkó ni ilé ìwé yìí wà.,A lot of this depends on the fact that this school is located in the center of Lagos.
Ọ̀pọ̀ èèyàn ni wọ́n rí Èkó gẹ́gẹ́ bí orísun ohun burúkú ní orílẹ̀ èdè yìí.,Many people see Eko as the source of evil in this country.
"Wọ́n gbà pé owó ni àwọn ará Èkó ń lé, wọn kò ní Ọlọ́run.","They believe that the people of Eko are after money, they don't have God."
"Àgbèrè, ìpànìyàn, ṣíṣẹ́yún, olè, àìlóòótó, àìní ìtẹríba jẹ́ ìwà burúkú","Adultery, murder, abortion, theft, dishonesty, disobedience are evil."
Èyí náà ni wọ́n kà mọ́ àwọn akẹ́kọ̀ọ́ ilé ìwé gíga Èkó náà.,This is also what the students of the Eko University are considered to be.
Wọ́n gbàgbé pé ilé àti ọ̀nà ọ̀tọ̀ọ̀tọ̀ ni gbogbo wọ́n ti wá.,They forgot that they all came from different homes and paths.
Bí àwọn ilé ìwé gíga ní ibòmíràn ṣe rí gan ni àwọn náà rí.,They are just like the universities elsewhere.
"Púpọ̀ nínú un wọ́n ní ẹ̀sìn, wọ́n ní ìwà, wọ́n sì ní ẹwà pẹ̀lú.","Most of them have religion, they have character, and they have beauty too."
Bí a ṣe ní àwọn èèyàn burúkú náà ni a ṣẹ ní àwọn èèyàn rere,"As we have bad people, we have good people"
Ìjọbá ti sọ pé oríṣiríṣi àǹfààní ni wọ́n máa ń ní fún àwọn akẹ́kọ̀ọ́,The government has said that they have various benefits for students.
"Ohun tó sì hàn gbangba ni pé, Èkó ló ni wọ́n, àwọn ni wọ́n ni Èkó.","What is clear is that, they are Eko, they are Eko."
"Orin ní ilẹ̀ ẹ Yorùbá jẹ́ ohun tó pàtàkì, tí kò ṣé fọwọ́ rọ́ sẹ́yìn.",Music in Yoruba land is an important thing that cannot be ignored.
Ohun tó ba àwọn èèyàn jẹ́ ni kí wọ́n yáwó kí wọ́n má da padà,The thing that destroys people is that they borrow money and not pay it back
Ọmọ bíbí láì lo iṣẹ́ abẹ́ ti ń di ohun ìgbàgbé.,Child birth without surgery is becoming a thing of the past.
Àwọn màmá ti ń pariwo lórí àwọn olóyún tí wọn kìí fẹ́ dá ọmọ bí,Mothers are shouting about pregnant women who do not want to give birth
Ohun tí wọ́n máa ń wí gẹ́lẹ́ tí wọ́n bá ń rọbí ni pé àwọn fẹ́ ṣiṣẹ́ abẹ.,What they always say when they are pregnant is that they want to operate.
Wọ́n máa ń gbàgbé pé iṣẹ́ abẹ kìí ṣe ohun tó rọrùn rárá,They tend to forget that surgery is not an easy thing
Dídá ọmọ bí kìí ṣe ohun tó rọrùn lóòótọ́ ṣùgbọ́n iṣé abẹ́ léwu jù ú lọ.,"Giving birth is not an easy thing, but surgery is more dangerous."
Ṣé ohun tí ẹ̀ ń sọ ní báyìí ni pé wọn kò lè rọ́mọ bí?,Is what you are saying now that they can't be soft?
"Wọ́n nífẹ̀ẹ́ ara wọn gidi gan, wọ́n lè kú fún ara wọn.","They love each other so much, they can die for each other."
Láti kékeré ni bàbá àti ìyá a yín ti fẹ́ràn ara wọn gidi gan.,"Since childhood, your father and mother have loved each other very much."
Kò pé tí bàbá a yín lọ ìlú òyìnbó ni ó mú ìyá a yín sọ́dọ̀.,It wasn't until your father went to the village that he brought your mother to him.
Ilé ìwé ni wọ́n ti kọ́kọ́ pàdé ara wọn kí wọ́n tó fẹ́ ara wọn,They met each other at school before they got married
Kò sí obìnrin kankan tó fẹ́ kí ọmọ wọ́n ní aṣa lọ́kọ tàbí láya.,No woman wants their child to have a bad husband or wife.
Obìnrin tí ó bá le è fa àwọn ẹbí ọkọ rẹ̀ mọ́ra ó ti ṣetán ilé ọkọ.,A woman who can attract her husband's family is ready for her husband's house.
Gbogbo àwọn ẹbí ti gbà kí Adéyanjú fẹ́ Ìbùkún gẹ́gẹ́ bí ìyàwó,All the families have agreed for Adeyanju to marry Ibukun as a wife
Ìgbéyàwó tí àwọn èèyàn ń ṣe ní òde òní ni èyí tí wọ́n ń ṣe ní ilé ẹjọ́.,The marriage that people do today is the one that is done in court.
Ìdí pàtàkì fún èyí ni láti ní àṣẹ lórí àwọn nǹkan tí ẹni a bá fẹ́ bá ní.,The main reason for this is to have authority over the things that the person we want has.
Àfi bí ìgba pé wọ́n máa ń lérò láti pínyà kí wọ́n tó bẹ̀rẹ̀ rárá.,Except when they think to separate before they start at all.
Ọ̀pọ̀ àwọn èèyan ti gbàgbé pé lóòótọ́ ni Ọlọ́run wà,Many people have forgotten that God really exists
Ọ̀pọ̀ àwọn ọ̀dọ́ ni wọ́n ń ṣe ìgbéyàwó lẹ́yìn àwọn òbíi wọn,Many young people marry after their parents
Wọ́n á gbàgbé pé ìgbeyàwó tí ò bá ní ìfọwọ́sí òbí.,They will forget that marriage without parental consent.
Oríṣiríṣi àṣà ló rọ̀ mọ́ ìgbeyàwó ní àwùjọ Yorùbá.,There are many customs associated with marriage in Yoruba society.
Nígbà tí Adé fẹ́ lọ sanwó ni àwọn adigunjalẹ̀ fipá gba owó lọ́wọ́ ẹ̀.,"When Adé was about to pay, the robbers took money from him."
Ó ní pé ìgbà tí òun bá ra ọkọ ayọ́kẹ́lẹ́ ni òun yóò tó yọjú sílé.,"He said that when he buys a car, he will come home."
Obìnrin tórí kó yọ lọ́wọ́ àwọn ajínigbé ní ewé ni òun ń jẹ nínú igbó.,The woman who escaped from the kidnappers was eating leaves in the forest.
Ìjọbá ní láti ṣe àtúntò fún wọn láti rí owó oṣù àwọn òṣìṣẹ́ san.,The government has to make arrangements for them to get the salaries of the workers paid.
Adéyanjú àti àwọn ọ̀rẹ́ ẹ̀ tí wọ́n jọ ń mọtí ní ìjàm̀bá ọkọ̀ lánàá.,Adeyanju and his friends who were drinking together had a car accident yesterday.
Níbo ni gbogbo àwọn ọmọ mí wà báyìí?,Where are all my children now?
Ẹ̀gbọ́n mi ló gbégbá orókè nínú ìdíje orin tí wọ́n ṣe parí lọ́sẹ̀ tó lọ.,My brother won the music competition that ended last week.
Bí wọ́n ṣe ń sọ̀rọ̀ lọ ni àwọn ọmọ ìyalọ́jà wọlé wá kí bàbá.,"As they were talking, the children came in to greet father."
Ìtan Ẹfúnṣetán Aníwúrà jẹ́ ìtàn tó ń lani lóye.,The story of Effunsetán Aniwura is a story that makes sense.
Kò sí nǹkan tí àwọn èèyàn ò lè ṣe nítorí owó ní ayé òde òní.,There is nothing that people cannot do for money in today's world.
Akín sọ wípé gbogbo iṣẹ́ àgbàṣe tí ó ṣe lẹ́yìn ìbò ni wọ́n gbéyẹ̀wò.,Akin said that all the good work he did after the election was reviewed.
Nínú ìròyìn ni a ti ríi gbọ́ pé ọ̀gá iléèwé kan jí akẹ́kọ̀ọ́ ọ rẹ̀ kan gbé,In the news we have heard that a school principal kidnapped a student
Bẹ́ẹ̀ náà là ń gbọ́ tí olùkọ́ ń fi ipá bá àwọn ọmọ kékèké lòpọ̀.,That's how we hear that the teacher is using force to have sex with the children.
Ààrẹ orílẹ̀ èdè yí ò wulẹ̀ bìkítà bóyá àwọn èèyàn òún wà ní àlááfíà.,The president of this country does not care if his people are at peace.
"Ìwé atúmọ̀ èdè tí o rí yẹn kìí ṣe tirẹ̀, tí ẹlòmíràn ni.","That dictionary you saw is not yours, it belongs to someone else."
Ìbọn ni wọ́n fi lé àwọn jàǹdùkú tó rísí àwọn ọ̀dọ́ lágbègbè Orílé.,Guns were put on the mobs who saw the youths in Orile area.
"Ìjà ẹ̀bi ni ìyá àfín ń jà, àbíkẹ́yìn wọn ló kọ́kọ́ na Táyélolú.","Afif's mother is fighting a family feud, the youngest of them was the first to fight Táyélolú."
Gbogbo ìlú ló ń tẹ́tí sí ohun Adájọ́ Àgbá fẹ́ sọ lórí ẹjọ́ ìdìbò lọ́ṣun.,Every town is listening to what Judge Agba has to say on the election case.
Ẹ̀gbọ́n-ọn wa a máa pe Similólúwa ní ẹlẹ́yinjú ẹgẹ́.,Our brother-in-law used to call Similoluwa the trapper.
Láti kékeré ni mo ti ń dá ara mi tọ́ láìsí olùrànlọ́wọ́ kankan,From a young age I have been self-correcting without any help
Morẹ́nikéjì fúnra ẹ̀ ló san owó ilé ìwé gíga ẹ̀ látàrí oúnjẹ tí ó ń tà.,Morenikeji himself paid his school fees from the food he sold.
Ẹ̀wọ̀n-ọn gbére ni adájọ́ fún arákùnrin Adé pé ó jí olólùfẹ́ ẹ rẹ̀ gbé.,The judge sentenced Adé's brother to prison for kidnapping his lover.
Ó ti yẹ kí ẹ tọrọ ìdáríjì ẹ̀ṣẹ̀ lọ́wọ́ ọmọ yìí láti ọdún tó ti pẹ́.,You should have asked for forgiveness from this child since the last year.
Èrò mi ni láti fi gbogbo owó tí mo bá kó jọ rán ọmọ mi lọ ilée ìwé.,My plan is to use all the money I save to send my son to school.
Adájọ́ àgbà ti yí ìgbẹ́jọ́ ọ rẹ̀ padà lóríi àtúndì ìbò o ìpínlẹ̀ Ọ̀yọ́.,The Chief Judge has changed his judgment on the re-election of Oyo state.
Àwọn ọmọ wọ̀nyí nífẹ̀ẹ́ à ti máa kọrin ní inú un balùwẹ̀ tí wọ́n bá ń wẹ̀.,These children love to sing in the bathroom when they bathe.
"Ọ̀pọ̀ èèyàn ló nífẹ̀ẹ́ ẹ̀kọ́ ìwé, ṣùgbọ́n kìí ṣe gbogbo wa la ní àǹfàání.","Many people love reading, but not all of us have the opportunity."
Oríkì jẹ́ ohun tó ṣe kókó fún ìdánimọ̀ ní àwùjọ Yorùbá.,Poetry is essential to identity in Yoruba society.
"Ilà kíkọ, asọ wíwọ̀ àti adé orí tàbí ilẹ̀kẹ̀ jẹ́ àmì ìdánimọ̀ láwùjọ","Stripes, clothing and crowns or beads are symbols of social identity."
Àṣà máa ń yàtò síra láti agbègbè ságbègbè.,Culture varies from region to region.
"Kò yẹ kí ìyá jẹ bàbá àti ìyá, kó tún wá jẹ ọmọ náà.","The mother should not eat the father and the mother, and then eat the child."
Oríṣiríṣi ilé ẹ̀kọ́ gíga ló wà ní ìpínlẹ̀ Èkó.,There are various universities in Lagos state.
Èwo ni ìyá yí ń kó sí inú ọkọ̀ ní àárọ̀ kùtùkùtù báyìí?,What is this mother carrying in the car this early in the morning?
